"id","Date","event","period","time","points","shot_x","shot_y"
"ef41b97f-0af8-4c30-b8c8-f6ff58c6ba25","2017-11-08","ShotScore","2","372","2","-0.3","1.4"
"ef41b97f-0af8-4c30-b8c8-f6ff58c6ba25","2017-11-08","ThreePtMissed","2","349",,"11.6","22"
"ef41b97f-0af8-4c30-b8c8-f6ff58c6ba25","2017-11-08","ThreePtMissed","2","162",,"15.1","19.7"
"ef41b97f-0af8-4c30-b8c8-f6ff58c6ba25","2017-11-08","ShotMissed","2","53",,"0.6","2"
"ef41b97f-0af8-4c30-b8c8-f6ff58c6ba25","2017-11-08","ThreePtMissed","3","710",,"10.6","26.1"
"ef41b97f-0af8-4c30-b8c8-f6ff58c6ba25","2017-11-08","ShotMissed","3","550",,"1.6","18.4"
"ef41b97f-0af8-4c30-b8c8-f6ff58c6ba25","2017-11-08","ShotMissed","3","503",,"-0.2","11.7"
"ef41b97f-0af8-4c30-b8c8-f6ff58c6ba25","2017-11-08","ThreePtMissed","3","225",,"-22.2","2.9"
"ef41b97f-0af8-4c30-b8c8-f6ff58c6ba25","2017-11-08","ShotMissed","3","185",,"-15.6","1.8000001"
"ef41b97f-0af8-4c30-b8c8-f6ff58c6ba25","2017-11-08","ShotScore","4","362","2","1.1","0.90000004"
"ef41b97f-0af8-4c30-b8c8-f6ff58c6ba25","2017-11-08","ShotScore","4","328","2","5.7000003","11"
"ef41b97f-0af8-4c30-b8c8-f6ff58c6ba25","2017-11-08","ThreePtMissed","4","303",,"13.8","26.1"
"ef41b97f-0af8-4c30-b8c8-f6ff58c6ba25","2017-11-08","ShotMissed","4","260",,"-1.4","2.5"
"ef41b97f-0af8-4c30-b8c8-f6ff58c6ba25","2017-11-08","ThreePtMissed","4","210",,"-18.800001","18.7"
"ef41b97f-0af8-4c30-b8c8-f6ff58c6ba25","2017-11-10","ShotMissed","1","698",,"4.3","2.6000001"
